NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PERS_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GECOMPLR,CHECKER,ENT_DATE,BEG_CHG_TY,END_CHG_TY
Liao Zhou,辽州,遼州,0.0,0.0,,Zhou,州,3,1151,4,1217,4,94032,POLYGON,221250,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,撤销
Qin Zhou,沁州,沁州,0.0,0.0,,Zhou,州,3,1129,4,1217,4,94033,POLYGON,221251,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,撤销
Huo Zhou,霍州,霍州,0.0,0.0,,Zhilizhou,直隶州,3,1772,4,1911,6,94042,POLYGON,221257,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,数据下限
Nanzhe Zhou,南泽州,南澤州,0.0,0.0,,Zhou,州,3,1128,4,1150,4,94064,POLYGON,221277,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Zezhou Fu,泽州,澤州府,0.0,0.0,,Fu,府,3,1151,4,1217,4,94070,POLYGON,221283,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,撤销
Ze Zhou,泽州,澤州,0.0,0.0,,Zhou,州,3,758,4,1127,4,94065,POLYGON,221278,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Gaoping Jun,高平郡,高平郡,0.0,0.0,,Jun,郡,3,742,4,757,4,94071,POLYGON,221284,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Changping Jun,长平郡,長平郡,0.0,0.0,,Jun,郡,3,607,4,617,4,94073,POLYGON,221286,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名和辖区缩小
Gai Zhou,盖州,蓋州,0.0,0.0,,Zhou,州,3,618,4,619,4,94074,POLYGON,221287,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名和辖区缩小,撤销
Ze Zhou,泽州,澤州,0.0,0.0,,Zhou,州,3,618,4,626,4,94075,POLYGON,221288,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,辖区扩大
Ze Zhou,泽州,澤州,0.0,0.0,,Zhou,州,3,627,4,741,4,94076,POLYGON,221289,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,更名
Lu Zhou,潞州,潞州,0.0,0.0,,Zhou,州,3,1128,4,1217,4,94077,POLYGON,221290,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,撤销
Longde Fu,隆德府,隆德府,0.0,0.0,,Fu,府,3,1104,4,1127,4,94078,POLYGON,221291,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Weisheng Jun,威胜军,威勝軍,0.0,0.0,,Jun,军,3,977,4,980,4,94079,POLYGON,221292,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,辖区扩大
Weisheng Jun,威胜军,威勝軍,0.0,0.0,,Jun,军,3,981,4,1038,4,94080,POLYGON,221293,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,辖区扩大
Weisheng Jun,威胜军,威勝軍,0.0,0.0,,Jun,军,3,1039,4,1073,4,94081,POLYGON,221294,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,辖区扩大
Weisheng Jun,威胜军,威勝軍,0.0,0.0,,Jun,军,3,1074,4,1084,4,94082,POLYGON,221295,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,辖区缩小
Weisheng Jun,威胜军,威勝軍,0.0,0.0,,Jun,军,3,1085,4,1128,4,94083,POLYGON,221296,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,更名
Qin Zhou,沁州,沁州,0.0,0.0,,Zhou,州,3,758,4,980,4,94084,POLYGON,221297,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,撤销
Yangcheng Jun,阳城郡,陽城郡,0.0,0.0,,Jun,郡,3,742,4,757,4,94085,POLYGON,221298,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Qin Zhou,沁州,沁州,0.0,0.0,,Zhou,州,3,623,4,741,4,94086,POLYGON,221299,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,更名
Qin Zhou,沁州,沁州,0.0,0.0,,Zhou,州,3,618,4,622,4,94087,POLYGON,221300,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,辖区缩小
Qin Zhou,沁州,沁州,0.0,0.0,,Zhou,州,3,596,4,605,4,94088,POLYGON,221301,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,撤销
Yining Jun,义宁郡,義寧郡,0.0,0.0,,Jun,郡,3,617,4,617,4,94089,POLYGON,221302,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,更名
Longde Jun,隆德军,隆德軍,0.0,0.0,,Jun,军,3,1101,4,1103,4,94090,POLYGON,221303,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Lu Zhou,潞州,潞州,0.0,0.0,,Zhou,州,3,758,4,976,4,94091,POLYGON,221304,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,辖区缩小
Lu Zhou,潞州,潞州,0.0,0.0,,Zhou,州,3,977,4,1100,4,94092,POLYGON,221305,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,更名
Shangdang Jun,上党郡,上黨郡,0.0,0.0,,Jun,郡,3,742,4,757,4,94093,POLYGON,221306,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Lu Zhou,潞州,潞州,0.0,0.0,,Zhou,州,3,643,4,741,4,94094,POLYGON,221307,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,更名
Han Zhou,韩州,韓州,0.0,0.0,,Zhou,州,3,620,4,642,4,94096,POLYGON,221309,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,撤销
Lu Zhou,潞州,潞州,0.0,0.0,,Zhou,州,3,618,4,642,4,94095,POLYGON,221308,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名和辖区缩小,辖区扩大
Han Zhou,韩州,韓州,0.0,0.0,,Zhou,州,3,618,4,619,4,94097,POLYGON,221310,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,辖区缩小
Shangdang Jun,上党郡,上黨郡,0.0,0.0,,Jun,郡,3,607,4,616,4,94098,POLYGON,221311,FROM_FD,王尚义王杰,满志敏,,2015/05/25,,辖区缩小
Shangdang Jun,上党郡,上黨郡,0.0,0.0,,Jun,郡,3,617,4,617,4,94099,POLYGON,221312,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,更名和辖区缩小
Hezhong Fu,河中府,河中府,0.0,0.0,,Fu,府,3,1149,4,1217,4,94100,POLYGON,221313,FROM_FD,王尚义陈一,满志敏,,2015/05/25,更名,撤销
Pu Zhou,蒲州,蒲州,0.0,0.0,,Zhou,州,3,1128,4,1148,4,94101,POLYGON,221314,FROM_FD,王尚义陈一,满志敏,,2015/05/25,更名,更名
Jie Zhou,解州,解州,0.0,0.0,,Zhou,州,3,1127,4,1217,4,94103,POLYGON,221315,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区扩大,撤销
Jie Zhou,解州,解州,0.0,0.0,,Zhou,州,3,948,4,1126,4,94104,POLYGON,221316,FROM_FD,王尚义陈一,满志敏,,2015/05/25,新建,辖区扩大
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,1167,4,1217,4,94105,POLYGON,221317,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区缩小,撤销
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,948,4,1071,4,94107,POLYGON,221319,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区缩小,辖区扩大
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,924,4,947,4,94108,POLYGON,221320,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区扩大,辖区缩小
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,907,4,923,4,94109,POLYGON,221321,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区缩小,辖区扩大
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,891,4,906,4,94110,POLYGON,221322,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区缩小,辖区缩小
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,808,4,890,4,94111,POLYGON,221323,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区扩大,辖区缩小
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,787,4,807,4,94112,POLYGON,221324,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区缩小,辖区扩大
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,758,4,786,4,94113,POLYGON,221325,FROM_FD,王尚义陈一,满志敏,,2015/05/25,更名,辖区缩小
Jiang Jun,绛郡,絳郡,0.0,0.0,,Jun,郡,3,742,4,757,4,94114,POLYGON,221326,FROM_FD,王尚义陈一,满志敏,,2015/05/25,更名,更名
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,702,4,741,4,94115,POLYGON,221327,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区扩大,更名
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,663,4,701,4,94116,POLYGON,221328,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区缩小,辖区扩大
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,643,4,662,4,94117,POLYGON,221329,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区扩大,辖区缩小
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,627,4,642,4,94118,POLYGON,221330,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区扩大,辖区扩大
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,621,4,626,4,94119,POLYGON,221331,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区扩大,辖区扩大
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhou,州,3,618,4,620,4,94120,POLYGON,221332,FROM_FD,王尚义陈一,满志敏,,2015/05/25,更名,辖区扩大
Jiang Jun,绛郡,絳郡,0.0,0.0,,Jun,郡,3,617,4,617,4,94122,POLYGON,221334,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区缩小,更名
Jiang Jun,绛郡,絳郡,0.0,0.0,,Jun,郡,3,607,4,616,4,94121,POLYGON,221333,FROM_FD,王尚义陈一,满志敏,,2015/05/25,更名,辖区缩小
Hedong Jun,河东郡,河東郡,0.0,0.0,,Jun,郡,3,607,4,616,4,94123,POLYGON,221335,FROM_FD,王尚义陈一,满志敏,,2015/05/25,更名,辖区缩小
Pu Zhou,蒲州,蒲州,0.0,0.0,,Zhou,州,3,618,4,642,4,94124,POLYGON,221336,FROM_FD,王尚义陈一,满志敏,,2015/05/25,更名,辖区扩大
Wencheng Jun,文城郡,文城郡,0.0,0.0,,Jun,郡,3,607,4,617,4,94125,POLYGON,221337,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Fen Zhou,汾州,汾州,0.0,0.0,,Zhou,州,3,618,4,618,4,94126,POLYGON,221338,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,更名,辖区缩小
Ci Zhou,慈州,慈州,0.0,0.0,,Zhou,州,3,634,4,741,4,94128,POLYGON,221340,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Wencheng Jun,文城郡,文城郡,0.0,0.0,,Jun,郡,3,742,4,757,4,94129,POLYGON,221341,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Ci Zhou,慈州,慈州,0.0,0.0,,Zhou,州,3,758,4,1071,4,94130,POLYGON,221342,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,撤销
Ji Zhou,吉州,吉州,0.0,0.0,,Zhou,州,3,1190,4,1217,4,94133,POLYGON,221345,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Longquan Jun,龙泉郡,龍泉郡,0.0,0.0,,Jun,郡,3,607,4,617,4,94134,POLYGON,221346,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Chang Zhou,昌州,昌州,0.0,0.0,,Zhou,州,3,619,4,626,4,94136,POLYGON,221348,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,撤销
Fen Zhou,汾州,汾州,0.0,0.0,,Zhou,州,3,619,4,621,4,94155,POLYGON,221367,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,辖区缩小,更名
Nanfen Zhou,南汾州,南汾州,0.0,0.0,,Zhou,州,3,627,4,633,4,94127,POLYGON,221339,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,更名
Nanfen Zhou,南汾州,南汾州,0.0,0.0,,Zhou,州,3,622,4,626,4,94156,POLYGON,221368,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,辖区扩大
Linfen Jun,临汾郡,臨汾郡,0.0,0.0,,Jun,郡,3,607,4,616,4,94138,POLYGON,221350,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名和辖区缩小
Pingyang Jun,平阳郡,平陽郡,0.0,0.0,,Jun,郡,3,617,4,617,4,94139,POLYGON,221351,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名和辖区缩小,更名
Huoshan Jun,霍山郡,霍山郡,0.0,0.0,,Jun,郡,3,617,4,617,4,94140,POLYGON,221352,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,更名
Lv Zhou,吕州,呂州,0.0,0.0,,Zhou,州,3,618,4,642,4,94141,POLYGON,221353,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,撤销
Shaoyuan Jun,邵原郡,邵原郡,0.0,0.0,,Jun,郡,3,617,4,617,4,94142,POLYGON,221354,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,更名
Shao Zhou,邵州,邵州,0.0,0.0,,Zhou,州,3,618,4,626,4,94143,POLYGON,221355,FROM_FD,王尚义陈一,满志敏,,2015/05/25,更名,撤销
Anyi Jun,安邑郡,安邑郡,0.0,0.0,,Jun,郡,3,617,4,617,4,94145,POLYGON,221357,FROM_FD,王尚义陈一,满志敏,,2015/05/25,新建,更名
Hedong Jun,河东郡,河東郡,0.0,0.0,,Jun,郡,3,617,4,617,4,94144,POLYGON,221356,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区缩小,更名
Yu Zhou,虞州,虞州,0.0,0.0,,Zhou,州,3,618,4,642,4,94146,POLYGON,221358,FROM_FD,王尚义陈一,满志敏,,2015/05/25,更名,撤销
Tai Zhou,泰州,泰州,0.0,0.0,,Zhou,州,3,618,4,642,4,94147,POLYGON,221359,FROM_FD,王尚义陈一,满志敏,,2015/05/25,新建,撤销
Jin Zhou,晋州,晉州,0.0,0.0,,Zhou,州,3,618,4,642,4,94148,POLYGON,221360,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,辖区扩大
Yicheng Jun,翼城郡,翼城郡,0.0,0.0,,Jun,郡,3,617,4,617,4,94149,POLYGON,221361,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,更名
Hui Zhou,浍州,澮州,0.0,0.0,,Zhou,州,3,618,4,618,4,94150,POLYGON,221362,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Beihui Zhou,北浍州,北澮州,0.0,0.0,,Zhou,州,3,619,4,620,4,94151,POLYGON,221363,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,撤销
Xi Zhou,隰州,隰州,0.0,0.0,,Zhou,州,3,618,4,618,4,94135,POLYGON,221347,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,辖区缩小
Xi Zhou,隰州,隰州,0.0,0.0,,Zhou,州,3,627,4,741,4,94153,POLYGON,221365,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,更名
Daning Jun,大宁郡,大寧郡,0.0,0.0,,Jun,郡,3,742,4,757,4,94154,POLYGON,221366,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Jin Zhou,晋州,晉州,0.0,0.0,,Zhou,州,3,643,4,741,4,94157,POLYGON,221369,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,更名
Pingyang Jun,平阳郡,平陽郡,0.0,0.0,,Jun,郡,3,742,4,757,4,94158,POLYGON,221370,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Jiexiu Jun,介休郡,介休郡,0.0,0.0,,Jun,郡,3,617,4,617,4,94159,POLYGON,221371,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,更名
Xihe Jun,西河郡,西河郡,0.0,0.0,,Jun,郡,3,607,4,616,4,94160,POLYGON,221372,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,更名,辖区缩小
Xihe Jun,西河郡,西河郡,0.0,0.0,,Jun,郡,3,617,4,617,4,94161,POLYGON,221373,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,辖区缩小,更名
Hao Zhou,浩州,浩州,0.0,0.0,,Zhou,州,3,618,4,619,4,94162,POLYGON,221374,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,更名,更名和辖区扩大
Jie Zhou,介州,介州,0.0,0.0,,Zhou,州,3,618,4,626,4,94163,POLYGON,221375,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,更名,撤销
Fen Zhou,汾州,汾州,0.0,0.0,,Zhou,州,3,620,4,622,4,94164,POLYGON,221376,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,更名和辖区扩大,辖区缩小
Fen Zhou,汾州,汾州,0.0,0.0,,Zhou,州,3,627,4,642,4,94165,POLYGON,221377,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,辖区扩大,辖区扩大
Fen Zhou,汾州,汾州,0.0,0.0,,Zhou,州,3,643,4,741,4,94166,POLYGON,221378,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,辖区扩大,更名
Xihe Jun,西河郡,西河郡,0.0,0.0,,Jun,郡,3,742,4,757,4,94167,POLYGON,221379,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,辖区扩大,更名
Lishi Jun,离石郡,離石郡,0.0,0.0,,Jun,郡,3,607,4,617,4,94168,POLYGON,221380,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,更名
Shi Zhou,石州,石州,0.0,0.0,,Zhou,州,3,618,4,618,4,94169,POLYGON,221381,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,辖区缩小
Changhua Jun,昌化郡,昌化郡,0.0,0.0,,Jun,郡,3,742,4,757,4,94170,POLYGON,221382,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Xiding Zhou,西定州,西定州,0.0,0.0,,Zhou,州,3,620,4,627,4,94171,POLYGON,221383,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,撤销
Fang Zhou,方州,方州,0.0,0.0,,Zhou,州,3,619,4,619,4,94172,POLYGON,221384,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,撤销
Xide Zhou,西德州,西德州,0.0,0.0,,Zhou,州,3,619,4,626,4,94173,POLYGON,221385,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,撤销
Xi Zhou,隰州,隰州,0.0,0.0,,Zhou,州,3,619,4,619,4,94152,POLYGON,221364,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区缩小
Shi Zhou,石州,石州,0.0,0.0,,Zhou,州,3,619,4,619,4,94175,POLYGON,221386,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区缩小
Beiwen Zhou,北温州,北溫州,0.0,0.0,,Zhou,州,3,620,4,626,4,94178,POLYGON,221389,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,新建,撤销
Xi Zhou,隰州,隰州,0.0,0.0,,Zhou,州,3,620,4,626,4,94179,POLYGON,221390,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区扩大
Fengtai Xian,建州,建州,0.0,0.0,,Xian,县,3,620,4,623,4,94180,POLYGON,221391,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,撤销
Gai Zhou,盖州,蓋州,0.0,0.0,,Zhou,州,3,624,4,626,4,94182,POLYGON,221393,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名和辖区缩小,撤销
Gai Zhou,盖州,蓋州,0.0,0.0,,Zhou,州,3,620,4,623,4,94181,POLYGON,221392,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名和辖区缩小,撤销
Zhong Zhou,中州,中州,0.0,0.0,,Zhou,州,3,619,4,626,4,94183,POLYGON,221394,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,撤销
Donghe Zhou,东和州,東和州,0.0,0.0,,Zhou,州,3,619,4,626,4,94137,POLYGON,221349,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,辖区扩大
Taiyuan Jun,太原郡,太原郡,0.0,0.0,,Jun,郡,3,607,4,617,4,94184,POLYGON,221395,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Bing Zhou,并州,并州,0.0,0.0,,Zhou,州,3,618,4,619,4,94185,POLYGON,221396,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,辖区缩小
Tai Zhou,太州,太州,0.0,0.0,,Zhou,州,3,620,4,622,4,94188,POLYGON,221398,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,撤销
Shou Zhou,受州,受州,0.0,0.0,,Zhou,州,3,623,4,633,4,94192,POLYGON,221402,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,撤销
Shou Zhou,受州,受州,0.0,0.0,,Zhou,州,3,620,4,622,4,94187,POLYGON,221397,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,辖区扩大
Yu Zhou,榆州,榆州,0.0,0.0,,Zhou,州,3,620,4,622,4,94191,POLYGON,221401,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,撤销
Liao Zhou,辽州,遼州,0.0,0.0,,Zhou,州,3,620,4,622,4,94189,POLYGON,221399,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,辖区扩大
Liao Zhou,辽州,遼州,0.0,0.0,,Zhou,州,3,623,4,624,4,94190,POLYGON,221400,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,更名
Qi Zhou,箕州,箕州,0.0,0.0,,Zhou,州,3,625,4,711,4,94193,POLYGON,221403,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Yi Zhou,仪州,儀州,0.0,0.0,,Zhou,州,3,712,4,741,4,94194,POLYGON,221404,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Leping Jun,乐平郡,樂平郡,0.0,0.0,,Jun,郡,3,742,4,757,4,94195,POLYGON,221405,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Yi Zhou,仪州,儀州,0.0,0.0,,Zhou,州,3,758,4,882,4,94196,POLYGON,221406,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Liao Zhou,辽州,遼州,0.0,0.0,,Zhou,州,3,883,4,1073,4,94197,POLYGON,221407,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,撤销
Fen Zhou,汾州,汾州,0.0,0.0,,Zhou,州,3,624,4,626,4,94199,POLYGON,221409,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,辖区扩大,辖区扩大
Fen Zhou,汾州,汾州,0.0,0.0,,Zhou,州,3,623,4,623,4,94198,POLYGON,221408,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,辖区缩小,辖区扩大
Loufan Jun,楼烦郡,樓煩郡,0.0,0.0,,Jun,郡,3,608,4,616,4,94200,POLYGON,221410,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,辖区缩小
Guan Zhou,管州,管州,0.0,0.0,,Xian,县,3,621,4,621,4,94201,POLYGON,221411,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,更名
Beiguan Zhou,北管州,北管州,0.0,0.0,,Xian,县,3,622,4,622,4,94202,POLYGON,221412,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,撤销
Xin Zhou,忻州,忻州,0.0,0.0,,Zhou,州,3,638,4,741,4,94205,POLYGON,221415,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,更名
Xin Zhou,忻州,忻州,0.0,0.0,,Zhou,州,3,618,4,637,4,94204,POLYGON,221414,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,辖区缩小
Xinxing Jun,新兴郡,新興郡,0.0,0.0,,Jun,郡,3,617,4,617,4,94203,POLYGON,221413,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,更名
Beihe Zhou,北和州,北和州,0.0,0.0,,Xian,县,3,620,4,628,4,94206,POLYGON,221416,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,新建,撤销
Shi Zhou,石州,石州,0.0,0.0,,Zhou,州,3,629,4,741,4,94177,POLYGON,221388,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,更名
Shi Zhou,石州,石州,0.0,0.0,,Zhou,州,3,620,4,627,4,94176,POLYGON,221387,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区扩大
Shi Zhou,石州,石州,0.0,0.0,,Zhou,州,3,628,4,628,4,94207,POLYGON,221417,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,辖区扩大
Bing Zhou,并州,并州,0.0,0.0,,Zhou,州,3,620,4,622,4,94208,POLYGON,221418,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区扩大
Bing Zhou,并州,并州,0.0,0.0,,Zhou,州,3,623,4,623,4,94209,POLYGON,221419,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,辖区缩小
Bing Zhou,并州,并州,0.0,0.0,,Zhou,州,3,624,4,626,4,94210,POLYGON,221420,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区扩大
Bing Zhou,并州,并州,0.0,0.0,,Zhou,州,3,627,4,633,4,94211,POLYGON,221421,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,辖区扩大
Bing Zhou,并州,并州,0.0,0.0,,Zhou,州,3,634,4,722,4,94212,POLYGON,221422,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,更名
Taiyuan Fu,太原府,太原府,0.0,0.0,,Fu,府,3,723,4,978,4,94213,POLYGON,221423,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名和辖区缩小
Lan Zhou,岚州,嵐州,0.0,0.0,,Zhou,州,3,623,4,741,4,94214,POLYGON,221424,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Donghui Zhou,东会州,東會州,0.0,0.0,,Zhou,州,3,618,4,620,4,94215,POLYGON,221425,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,辖区缩小
Donghui Zhou,东会州,東會州,0.0,0.0,,Zhou,州,3,621,4,622,4,94216,POLYGON,221426,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,更名和辖区扩大
Loufan Jun,楼烦郡,樓煩郡,0.0,0.0,,Jun,郡,3,742,4,757,4,94217,POLYGON,221427,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
Lan Zhou,岚州,嵐州,0.0,0.0,,Zhou,州,3,758,4,888,4,94218,POLYGON,221428,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,辖区缩小
Dingxiang Jun,定襄郡,定襄郡,0.0,0.0,,Jun,郡,3,742,4,757,4,94219,POLYGON,221429,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名
