NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PERS_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GECOMPLR,CHECKER,ENT_DATE,BEG_CHG_TY,END_CHG_TY
Qichun Jun,蕲春郡,蘄春郡,0.0,0.0,,Jun,郡,3,742,4,757,4,34560,POLYGON,221549,FROM_FD,钱林书,满志敏,,2015/05/25,更名,更名
Qi Zhou,蕲州,蘄州,0.0,0.0,,Zhou,州,3,625,4,741,4,98091,POLYGON,221550,FROM_FD,钱林书,满志敏,,2015/05/25,辖区扩大,更名
Qichun Jun,蕲春郡,蘄春郡,0.0,0.0,,Jun,郡,3,607,4,620,4,34557,POLYGON,221551,FROM_FD,钱林书,满志敏,,2015/05/25,更名,更名和辖区缩小
Qi Zhou,蕲州,蘄州,0.0,0.0,,Zhou,州,3,583,4,606,4,34556,POLYGON,221552,FROM_FD,钱林书,满志敏,,2015/05/25,新建,更名
Qi Zhou,蕲州,蘄州,0.0,0.0,,Zhou,州,3,621,4,624,4,98094,POLYGON,221553,FROM_FD,钱林书,满志敏,,2015/05/25,更名和辖区缩小,辖区扩大
Nanjin Zhou,南晋州,南晉州,0.0,0.0,,Zhou,州,3,621,4,624,4,34559,POLYGON,221554,FROM_FD,钱林书,满志敏,,2015/05/25,新建,撤销
Yu Zhou,玉州,玉州,0.0,0.0,,Zhou,州,3,587,4,588,4,34450,POLYGON,221555,FROM_FD,钱林书,满志敏,,2015/05/25,更名,撤销
Mu Zhou,睦州,睦州,0.0,0.0,,Zhou,州,3,588,4,596,4,34449,POLYGON,221556,FROM_FD,钱林书,满志敏,,2015/05/25,新建,撤销
An Zhou,安州,安州,0.0,0.0,,Zhou,州,3,583,4,606,4,34422,POLYGON,97967,FROM_FD,钱林书,满志敏,,2015/05/25,更名,更名
An Zhou,安州,安州,0.0,0.0,,Zhou,州,3,763,4,780,4,97985,POLYGON,97985,FROM_FD,钱林书,满志敏,,2015/05/25,辖区缩小,辖区扩大
An Zhou,安州,安州,0.0,0.0,,Zhou,州,3,758,4,762,4,97986,POLYGON,97986,FROM_FD,钱林书,满志敏,,2015/05/25,更名,辖区缩小
An Zhou,安州,安州,0.0,0.0,,Zhou,州,3,625,4,741,4,97987,POLYGON,97987,FROM_FD,钱林书,满志敏,,2015/05/25,辖区扩大,更名
An Zhou,安州,安州,0.0,0.0,,Zhou,州,3,621,4,624,4,97992,POLYGON,97992,FROM_FD,钱林书,满志敏,,2015/05/25,更名,辖区扩大
An Zhou,安州,安州,0.0,0.0,,Zhou,州,3,781,4,957,4,97994,POLYGON,97994,FROM_FD,钱林书,满志敏,,2015/05/25,辖区扩大,辖区扩大
An Zhou,安州,安州,0.0,0.0,,Zhou,州,3,958,4,976,4,97995,POLYGON,97995,FROM_FD,钱林书,满志敏,,2015/05/25,辖区扩大,更名
An Zhou,安州,安州,0.0,0.0,,Zhou,州,3,977,4,1072,4,97996,POLYGON,97996,FROM_FD,钱林书,满志敏,,2015/05/25,辖区扩大,辖区扩大
An Zhou,安州,安州,0.0,0.0,,Zhou,州,3,1086,4,1118,4,98024,POLYGON,221483,FROM_FD,钱林书,满志敏,,2015/05/25,辖区缩小,更名
Ping Zhou,平州,平州,0.0,0.0,,Zhou,州,3,621,4,622,4,34444,POLYGON,221501,FROM_FD,钱林书,满志敏,,2015/05/25,新建,更名
Helinge'er Ting,和林格尔厅,和林格爾廳,0.0,0.0,,Zhiliting,直隶厅,3,1760,4,1911,6,0,POLYGON,220004,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Xinghe Ting,兴和厅,興和廳,0.0,0.0,,Zhiliting,直隶厅,3,1902,4,1911,6,0,POLYGON,220005,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Ningyuan Ting,宁远厅,寧遠廳,0.0,0.0,,Zhiliting,直隶厅,3,1884,4,1911,6,0,POLYGON,220006,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Fengzhen Ting,丰镇厅,豐鎮廳,0.0,0.0,,Zhiliting,直隶厅,3,1884,4,1911,6,0,POLYGON,220007,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Guihuasuiyuan Cheng,归化绥远城,歸化綏遠城,0.0,0.0,,Zhiliting,直隶厅,3,1741,4,1901,6,0,POLYGON,220008,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Wuchuan Ting,武川厅,武川廳,0.0,0.0,,Zhiliting,直隶厅,3,1902,4,1911,6,0,POLYGON,220009,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Shalaqi Ting,萨拉齐厅,薩拉齊廳,0.0,0.0,,Zhiliting,直隶厅,3,1760,4,1911,6,0,POLYGON,220010,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Tuoketuo Ting,托克托厅,托克托廳,0.0,0.0,,Zhiliting,直隶厅,3,1760,4,1911,6,0,POLYGON,220011,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Qingshuihe Ting,清水河厅,清水河廳,0.0,0.0,,Zhiliting,直隶厅,3,1760,4,1911,6,0,POLYGON,220012,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Taolin Ting,陶林厅,陶林廳,0.0,0.0,,Zhiliting,直隶厅,3,1902,4,1911,6,0,POLYGON,220013,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Wuyuan Ting,五原厅,五原廳,0.0,0.0,,Zhiliting,直隶厅,3,1902,4,1911,6,0,POLYGON,220014,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Dongsheng Ting,东胜厅,東勝廳,0.0,0.0,,Zhiliting,直隶厅,3,1907,4,1911,6,0,POLYGON,220015,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Zhangjiakou Ting,张家口厅,張家口廳,0.0,0.0,,Zhiliting,直隶厅,3,1724,4,1911,6,0,POLYGON,220016,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Guihuasuiyuan Cheng,归化绥远城,歸化綏遠城,0.0,0.0,,Zhiliting,直隶厅,3,1902,4,1911,6,0,POLYGON,220017,FROM_FD,满志敏,满志敏,,2015/05/25,新建,数据下限
Datong Lu,大同路,大同路,0.0,0.0,,Lu,路,3,1288,4,1368,4,0,POLYGON,220018,FROM_FD,王杰榆,满志敏,,2015/05/25,新建,辖区缩小
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1369,4,1369,4,0,POLYGON,220019,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区缩小,辖区扩大
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1370,4,1370,4,0,POLYGON,220020,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区扩大,辖区扩大
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1371,4,1392,4,0,POLYGON,220021,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区扩大,辖区缩小
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1393,4,1647,4,0,POLYGON,220022,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区缩小,更名
Datong Fu,阳和府,陽和府,0.0,0.0,,Fu,府,3,1648,4,1650,4,0,POLYGON,220023,FROM_FD,王杰榆,满志敏,,2015/05/25,更名,更名
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1651,4,1722,4,0,POLYGON,220024,FROM_FD,王杰榆,满志敏,,2015/05/25,更名,辖区扩大
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1723,4,1724,4,0,POLYGON,220025,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区缩小,辖区缩小
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1725,4,1727,4,0,POLYGON,220026,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区缩小,辖区缩小
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1728,4,1728,4,0,POLYGON,220027,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区缩小,辖区缩小
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1729,4,1732,4,0,POLYGON,220028,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区缩小,辖区缩小
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1733,4,1733,4,0,POLYGON,220029,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区缩小,辖区扩大
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1734,4,1767,4,0,POLYGON,220030,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区扩大,辖区扩大
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1768,4,1883,4,94030,POLYGON,221248,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,辖区缩小
Datong Fu,大同府,大同府,0.0,0.0,,Fu,府,3,1884,4,1911,6,94029,POLYGON,221247,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,数据下限
Shuoping Fu,朔平府,朔平府,0.0,0.0,,Fu,府,3,1725,4,1728,4,0,POLYGON,220031,FROM_FD,王杰榆,满志敏,,2015/05/25,新建,辖区扩大
Shuoping Fu,朔平府,朔平府,0.0,0.0,,Fu,府,3,1729,4,1740,4,0,POLYGON,220032,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区扩大,辖区缩小
Shuoping Fu,朔平府,朔平府,0.0,0.0,,Fu,府,3,1741,4,1759,4,0,POLYGON,220033,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区缩小,辖区缩小
Shuoping Fu,朔平府,朔平府,0.0,0.0,,Fu,府,3,1760,4,1767,4,0,POLYGON,220034,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区缩小,辖区扩大
Shuoping Fu,朔平府,朔平府,0.0,0.0,,Fu,府,3,1768,4,1883,4,0,POLYGON,220035,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区扩大,辖区缩小
Shuoping Fu,朔平府,朔平府,0.0,0.0,,Fu,府,3,1884,4,1911,6,0,POLYGON,220036,FROM_FD,王杰榆,满志敏,,2015/05/25,辖区缩小,数据下限
Dongsheng Ting,东胜厅,東勝廳,0.0,0.0,,Zhiliting,直隶厅,3,1907,9,1911,9,0,POLYGON,220037,FROM_FD,王杰榆,满志敏,,2015/05/25,新建,数据下限
Taiyuan Lu,太原路,太原路,0.0,0.0,,Lu,路,3,1278,4,1304,4,0,POLYGON,220038,FROM_FD,王杰榆,满志敏,,2015/05/25,更名,更名
Jining Lu,冀宁路,冀甯路,0.0,0.0,,Lu,路,3,1305,4,1367,4,0,POLYGON,220039,FROM_FD,王杰榆,满志敏,,2015/05/25,更名,更名
Taiyuan Fu,太原府,太原府,0.0,0.0,,Fu,府,3,1368,4,1368,4,0,POLYGON,220040,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,辖区扩大
Taiyuan Fu,太原府,太原府,0.0,0.0,,Fu,府,3,1369,4,1375,4,0,POLYGON,220041,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,辖区缩小
Taiyuan Fu,太原府,太原府,0.0,0.0,,Fu,府,3,1376,4,1594,4,94017,POLYGON,221237,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区缩小
Taiyuan Fu,太原府,太原府,0.0,0.0,,Fu,府,3,1595,4,1723,4,94018,POLYGON,221238,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区缩小
Taiyuan Fu,太原府,太原府,0.0,0.0,,Fu,府,3,1724,4,1724,4,94026,POLYGON,221245,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区缩小
Taiyuan Fu,太原府,太原府,0.0,0.0,,Fu,府,3,1725,4,1729,4,94019,POLYGON,221239,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区扩大
Taiyuan Fu,太原府,太原府,0.0,0.0,,Fu,府,3,1730,4,1911,6,94020,POLYGON,221240,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,数据下限
Fen Zhou,汾州,汾州,0.0,0.0,,Zhou,州,3,1376,4,1594,4,94028,POLYGON,221246,FROM_FD,王尚义袁钰,满志敏,,2015/05/25,新建,更名和辖区扩大
Fenzhou Fu,汾州府,汾州府,0.0,0.0,,Fu,府,3,1595,4,1611,4,94040,POLYGON,221255,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名和辖区扩大,辖区扩大
Fenzhou Fu,汾州府,汾州府,0.0,0.0,,Fu,府,3,1612,4,1614,4,94051,POLYGON,221264,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,辖区缩小
Fenzhou Fu,汾州府,汾州府,0.0,0.0,,Fu,府,3,1615,4,1911,6,94041,POLYGON,221256,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,数据下限
Dai Zhou,代州,代州,0.0,0.0,,Zhilizhou,直隶州,3,1724,4,1911,6,94024,POLYGON,221243,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,数据下限
Pingding Zhou,平定州,平定州,0.0,0.0,,Zhilizhou,直隶州,3,1724,4,1911,6,94022,POLYGON,221241,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,数据下限
Xin Zhou,忻州,忻州,0.0,0.0,,Zhilizhou,直隶州,3,1724,4,1911,6,94023,POLYGON,221242,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,数据下限
Liao Zhou,辽州,遼州,0.0,0.0,,Zhou,州,3,1368,4,1911,6,94031,POLYGON,221249,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,数据下限
Qin Zhou,沁州,沁州,0.0,0.0,,Zhou,州,3,1368,4,1911,6,0,POLYGON,220042,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,撤销
Qin Zhou,沁州,沁州,0.0,0.0,,Zhilizhou,直隶州,3,1604,4,1911,6,94034,POLYGON,221252,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,数据下限
Xi Zhou,隰州,隰州,0.0,0.0,,Zhilizhou,直隶州,3,1724,4,1730,4,94037,POLYGON,221254,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,辖区缩小
Xi Zhou,隰州,隰州,0.0,0.0,,Zhilizhou,直隶州,3,1731,4,1911,6,94036,POLYGON,221253,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,数据下限
Baode Zhou,保德州,保德州,0.0,0.0,,Zhilizhou,直隶州,3,1724,4,1729,4,94013,POLYGON,221235,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,辖区缩小
Baode Zhou,保德州,保德州,0.0,0.0,,Zhilizhou,直隶州,3,1730,4,1911,6,94014,POLYGON,221236,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,数据下限
Ji Zhou,吉州,吉州,0.0,0.0,,Zhilizhou,直隶州,3,1724,4,1730,4,94054,POLYGON,221267,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,辖区缩小
Ji Zhou,吉州,吉州,0.0,0.0,,Zhilizhou,直隶州,3,1731,4,1771,4,94055,POLYGON,221268,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,撤销
Jie Zhou,解州,解州,0.0,0.0,,Zhilizhou,直隶州,3,1724,4,1728,4,94058,POLYGON,221271,FROM_FD,王尚义陈一,满志敏,,2015/05/25,新建,辖区缩小
Jie Zhou,解州,解州,0.0,0.0,,Zhilizhou,直隶州,3,1729,4,1911,6,94059,POLYGON,221272,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区缩小,数据下限
Ze Zhou,泽州,澤州,0.0,0.0,,Fu,府,3,1368,4,1727,4,94063,POLYGON,221276,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,更名
Zezhou Fu,泽州府,澤州府,0.0,0.0,,Fu,府,3,1728,4,1911,6,94062,POLYGON,221275,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,数据下限
Ningwu Fu,宁武府,甯武府,0.0,0.0,,Fu,府,3,1725,4,1911,6,94025,POLYGON,221244,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,数据下限
Pingyang Lu,平阳路,平陽路,0.0,0.0,,Lu,路,3,1218,4,1265,4,94069,POLYGON,221282,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,辖区缩小
Pingyang Lu,平阳路,平陽路,0.0,0.0,,Lu,路,3,1266,4,1304,4,94072,POLYGON,221285,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,更名
Jinning Lu,晋宁路,晋宁路,0.0,0.0,,Lu,路,3,1305,4,1367,4,94068,POLYGON,221281,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,更名和辖区缩小
Pingyang Fu,平阳府,平陽府,0.0,0.0,,Fu,府,3,1368,4,1594,4,94048,POLYGON,221261,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名和辖区缩小,辖区缩小
Pingyang Fu,平阳府,平陽府,0.0,0.0,,Fu,府,3,1595,4,1611,4,94049,POLYGON,221262,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区缩小
Pingyang Fu,平阳府,平陽府,0.0,0.0,,Fu,府,3,1612,4,1614,4,94050,POLYGON,221263,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区扩大
Pingyang Fu,平阳府,平陽府,0.0,0.0,,Fu,府,3,1615,4,1723,4,94052,POLYGON,221265,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,辖区缩小
Pingyang Fu,平阳府,平陽府,0.0,0.0,,Fu,府,3,1724,4,1728,4,94053,POLYGON,221266,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,辖区变化
Pingyang Fu,平阳府,平陽府,0.0,0.0,,Fu,府,3,1729,4,1730,4,94047,POLYGON,221260,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区变化,辖区扩大
Pingyang Fu,平阳府,平陽府,0.0,0.0,,Fu,府,3,1731,4,1771,4,94046,POLYGON,221259,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区扩大,辖区缩小
Pingyang Fu,平阳府,平陽府,0.0,0.0,,Fu,府,3,1772,4,1911,6,94045,POLYGON,221258,FROM_FD,王尚义王杰,满志敏,,2015/05/25,辖区缩小,数据下限
Lu Zhou,潞州,潞州,0.0,0.0,,Zhou,州,3,1368,4,1528,4,94067,POLYGON,221280,FROM_FD,王尚义王杰,满志敏,,2015/05/25,新建,更名
Lu'an Fu,潞安府,潞安府,0.0,0.0,,Fu,府,3,1529,4,1911,6,94066,POLYGON,221279,FROM_FD,王尚义王杰,满志敏,,2015/05/25,更名,数据下限
Pu Zhou,蒲州,蒲州,0.0,0.0,,Zhilizhou,直隶州,3,1724,4,1727,4,94060,POLYGON,221273,FROM_FD,王尚义陈一,满志敏,,2015/05/25,新建,更名
Puzhou Fu,蒲州府,蒲州府,0.0,0.0,,Fu,府,3,1728,4,1911,6,94061,POLYGON,221274,FROM_FD,王尚义陈一,满志敏,,2015/05/25,更名,数据下限
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhilizhou,直隶州,3,1724,4,1728,4,94056,POLYGON,221269,FROM_FD,王尚义陈一,满志敏,,2015/05/25,新建,辖区扩大
Jiang Zhou,绛州,絳州,0.0,0.0,,Zhilizhou,直隶州,3,1729,4,1911,6,94057,POLYGON,221270,FROM_FD,王尚义陈一,满志敏,,2015/05/25,辖区扩大,数据下限
Xiangyang Lu,襄阳路,襄陽路,0.0,0.0,,Lu,路,3,1277,5,1281,4,97959,POLYGON,97959,FROM_FD,钱林书,满志敏,,2015/05/25,更名,辖区扩大
Xiangyang Lu,襄阳路,襄陽路,0.0,0.0,,Lu,路,3,1273,5,1276,4,97959,POLYGON,97958,FROM_FD,钱林书,满志敏,,2015/05/25,更名,辖区扩大
Xiang Zhou,襄州,襄州,0.0,0.0,,Zhou,州,3,1072,4,1084,4,97961,POLYGON,97961,FROM_FD,钱林书,满志敏,,2015/05/25,辖区扩大,更名
Xiang Zhou,襄州,襄州,0.0,0.0,,Zhou,州,3,1085,4,1118,4,97961,POLYGON,221232,FROM_FD,钱林书,满志敏,,2015/05/25,辖区扩大,更名
Xiangyang Fu,襄阳府,襄陽府,0.0,0.0,,Fu,府,3,1134,4,1272,4,34346,POLYGON,221231,FROM_FD,钱林书,满志敏,,2015/05/25,更名,更名
Yongan Jun,永安郡,永安郡,0.0,0.0,,Jun,郡,3,607,4,619,4,34395,POLYGON,97889,FROM_FD,钱林书,满志敏,,2015/05/25,更名,更名和辖区缩小
Anlu Zhou,安陆州,安陸州,0.0,0.0,,Zhou,州,3,1376,4,1530,4,97893,POLYGON,97893,FROM_FD,钱林书,满志敏,,2015/05/25,更名,撤销
Ying Zhou,应州,應州,0.0,0.0,,Zhou,州,3,583,4,606,4,34431,POLYGON,97966,FROM_FD,钱林书,满志敏,,2015/05/25,新建,撤销
Ying Zhou,应州,應州,0.0,0.0,,Zhou,州,3,621,4,624,4,34420,POLYGON,97991,FROM_FD,钱林书,满志敏,,2015/05/25,新建,撤销
Chang Zhou,昌州,昌州,0.0,0.0,,Zhou,州,3,620,4,621,4,34506,POLYGON,221460,FROM_FD,钱林书,满志敏,,2015/05/25,更名,撤销
Jing Zhou,荆州,荊州,0.0,0.0,,Zhou,州,3,758,4,759,4,34441,POLYGON,221489,FROM_FD,钱林书,满志敏,,2015/05/25,更名,更名
Jing Zhou,荆州,荊州,0.0,0.0,,Zhou,州,3,634,4,741,4,98037,POLYGON,221496,FROM_FD,钱林书,满志敏,,2015/05/25,辖区扩大,更名
Jing Zhou,荆州,荊州,0.0,0.0,,Zhou,州,3,627,4,633,4,98038,POLYGON,221497,FROM_FD,钱林书,满志敏,,2015/05/25,辖区扩大,更名
Jing Zhou,荆州,荊州,0.0,0.0,,Zhou,州,3,625,4,626,4,98040,POLYGON,221499,FROM_FD,钱林书,满志敏,,2015/05/25,辖区扩大,辖区扩大
Jing Zhou,荆州,荊州,0.0,0.0,,Zhou,州,3,621,4,624,4,98043,POLYGON,221502,FROM_FD,钱林书,满志敏,,2015/05/25,更名,辖区扩大
Badong Jun,巴东郡,巴東郡,0.0,0.0,,Jun,郡,3,742,4,757,4,34466,POLYGON,221512,FROM_FD,钱林书,满志敏,,2015/05/25,更名,更名
Qinghua Jun,清化郡,清化郡,0.0,0.0,,Jun,郡,3,742,4,757,4,34470,POLYGON,221519,FROM_FD,钱林书,满志敏,,2015/05/25,更名,更名
Chang Zhou,昌州,昌州,0.0,0.0,,Zhou,州,3,583,4,606,4,34507,POLYGON,221533,FROM_FD,钱林书,满志敏,,2015/05/25,新建,更名
Weilu Jun,威虏军,威虜軍,0.0,0.0,,Jun,军,3,981,4,1003,4,0,POLYGON,220043,FROM_FD,傅林祥,满志敏,,2015/05/25,新建,更名
Guangxin Jun,广信军,廣信軍,0.0,0.0,,Jun,军,3,1004,4,1128,4,0,POLYGON,220044,FROM_FD,傅林祥,满志敏,,2015/05/25,更名,更名
Sui Zhou,遂州,遂州,0.0,0.0,,Zhou,州,3,1129,4,1213,4,0,POLYGON,220045,FROM_FD,傅林祥,满志敏,,2015/05/25,更名,撤销
Sui Zhou,遂州,遂州,0.0,0.0,,Zhou,州,3,1214,4,1240,4,0,POLYGON,220046,FROM_FD,傅林祥,满志敏,,2015/05/25,新建,撤销
Jingrong Jun,静戎军,靜戎軍,0.0,0.0,,Jun,军,3,981,4,1003,4,0,POLYGON,220047,FROM_FD,傅林祥,满志敏,,2015/05/25,新建,更名
Ansu Jun,安肃军,安肅軍,0.0,0.0,,Jun,军,3,1004,4,1124,4,0,POLYGON,220048,FROM_FD,傅林祥,满志敏,,2015/05/25,更名,撤销
Ansu Jun,安肃军,安肅軍,0.0,0.0,,Jun,军,3,1126,4,1128,4,0,POLYGON,220049,FROM_FD,傅林祥,满志敏,,2015/05/25,新建,更名
Xu Zhou,徐州,徐州,0.0,0.0,,Zhou,州,3,1129,4,1150,4,0,POLYGON,220050,FROM_FD,傅林祥,满志敏,,2015/05/25,更名,更名
Wan Zhou,完州,完州,0.0,0.0,,Zhou,州,3,1214,4,1239,4,0,POLYGON,220051,FROM_FD,傅林祥,满志敏,,2015/05/25,新建,撤销
Ningbian Jun,宁边军,甯邊軍,0.0,0.0,,Jun,军,3,987,4,1003,4,0,POLYGON,220052,FROM_FD,傅林祥,满志敏,,2015/05/25,新建,更名
Yongding Jun,永定军,永定軍,0.0,0.0,,Jun,军,3,1004,4,1124,4,0,POLYGON,220053,FROM_FD,傅林祥,满志敏,,2015/05/25,更名,更名
Yongning Jun,永宁军,永寧軍,0.0,0.0,,Jun,军,3,1129,4,1124,4,0,POLYGON,220054,FROM_FD,傅林祥,满志敏,,2015/05/25,更名,撤销
Yongning Jun,永宁军,永寧軍,0.0,0.0,,Jun,军,3,1126,4,1128,4,0,POLYGON,220055,FROM_FD,傅林祥,满志敏,,2015/05/25,新建,更名
Ning Zhou,宁州,寧州,0.0,0.0,,Zhou,州,3,1129,4,1150,4,0,POLYGON,220056,FROM_FD,傅林祥,满志敏,,2015/05/25,新建,更名
Li Zhou,蠡州,蠡州,0.0,0.0,,Zhou,州,3,1151,4,1237,4,0,POLYGON,220057,FROM_FD,傅林祥,满志敏,,2015/05/25,更名,撤销
Li Zhou,蠡州,蠡州,0.0,0.0,,Zhou,州,3,1280,4,1283,4,0,POLYGON,220058,FROM_FD,傅林祥,满志敏,,2015/05/25,新建,撤销
Ansu Zhou,安肃州,安肅州,0.0,0.0,,Zhou,州,3,1151,4,1240,4,0,POLYGON,220059,FROM_FD,傅林祥,满志敏,,2015/05/25,更名,撤销
Daming Fu,大名府,大名府,0.0,0.0,,Fu,府,3,1129,4,1228,4,0,POLYGON,220060,FROM_FD,傅林祥,满志敏,,2015/05/25,辖区变化,辖区变化
Chan Zhou,澶州,澶州,0.0,0.0,,Zhou,州,3,938,4,943,4,0,POLYGON,220061,FROM_FD,傅林祥,满志敏,,2015/05/25,辖区扩大,辖区扩大
Chan Zhou,澶州,澶州,0.0,0.0,,Zhou,州,3,944,4,986,4,0,POLYGON,220062,FROM_FD,傅林祥,满志敏,,2015/05/25,辖区扩大,辖区扩大
Chan Zhou,澶州,澶州,0.0,0.0,,Zhou,州,3,987,4,987,4,0,POLYGON,220063,FROM_FD,傅林祥,满志敏,,2015/05/25,辖区扩大,辖区缩小
Chan Zhou,澶州,澶州,0.0,0.0,,Zhou,州,3,988,4,1005,4,0,POLYGON,220064,FROM_FD,傅林祥,满志敏,,2015/05/25,辖区缩小,更名
Kaide Fu,开德府,開德府,0.0,0.0,,Fu,府,3,1106,4,1128,4,0,POLYGON,220065,FROM_FD,傅林祥,满志敏,,2015/05/25,更名,辖区缩小
Kaide Fu,开德府,開德府,0.0,0.0,,Fu,府,3,1129,4,1129,4,0,POLYGON,220066,FROM_FD,傅林祥,满志敏,,2015/05/25,辖区缩小,更名
Chan Zhou,澶州,澶州,0.0,0.0,,Zhou,州,3,1130,4,1143,4,0,POLYGON,220067,FROM_FD,傅林祥,满志敏,,2015/05/25,更名,辖区缩小
Kai Zhou,开州,開州,0.0,0.0,,Zhou,州,3,1144,4,1228,4,0,POLYGON,220068,FROM_FD,傅林祥,满志敏,,2015/05/25,辖区缩小,撤销
Wei Zhou,魏州,魏州,0.0,0.0,,Zhou,州,3,772,4,905,4,0,POLYGON,220069,FROM_FD,傅林祥,满志敏,,2015/05/25,辖区缩小,辖区扩大
Chan Zhou,澶州,澶州,0.0,0.0,,Zhou,州,3,772,4,937,4,0,POLYGON,220070,FROM_FD,傅林祥,满志敏,,2015/05/25,新建,辖区扩大
